"","Date","filename","time","timepoint","Treatment","PlateID","Well","gain","Type","Family","Age","Area_ImageJ","Count","flourescence","Note"
"136",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E4",77,"Sample",15,"101dpf",NA,NA,4583,""
"137",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E5",77,"Sample",17,"101dpf",NA,NA,25295,""
"138",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E6",77,"Sample",18,"101dpf",NA,NA,14609,""
"139",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E7",77,"Sample",49,"101dpf",NA,NA,12178,""
"140",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E8",77,"Sample",53,"101dpf",NA,NA,2689,""
"141",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E9",77,"Sample",54,"101dpf",NA,NA,5193,""
"142",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E10",77,"Sample",55,"101dpf",NA,NA,2907,""
"143",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E11",77,"Sample",56,"101dpf",NA,NA,3137,""
"144",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E12",77,"Sample",58,"101dpf",NA,NA,4073,""
"145",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","F1",77,"Sample",2,"101dpf",NA,NA,17508,""
"146",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","F2",77,"Sample",5,"101dpf",NA,NA,6962,""
"147",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","F3",77,"Sample",7,"101dpf",NA,NA,18216,""
"148",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","F4",77,"Sample",15,"101dpf",NA,NA,16405,""
