"","Plate_row","Plate_col","flourescence","filename","timepoint","plate","Well","time","Date","gain"
"362","E","8","14690","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E8",NA,20260710,60
"363","E","9","12823","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E9",NA,20260710,60
"364","E","10","4899","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E10",NA,20260710,60
"365","E","11","14148","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E11",NA,20260710,60
"366","E","12","5851","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E12",NA,20260710,60
"367","F","1","9144","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F1",NA,20260710,60
"368","F","2","5547","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F2",NA,20260710,60
"369","F","3","11294","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F3",NA,20260710,60
"370","F","4","3133","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F4",NA,20260710,60
"371","F","5","7394","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F5",NA,20260710,60
"372","F","6","2300","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F6",NA,20260710,60
"373","F","7","16314","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F7",NA,20260710,60
"374","F","8","678","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F8",NA,20260710,60
"375","F","9","5764","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F9",NA,20260710,60
"376","F","10","4386","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F10",NA,20260710,60
"377","F","11","14306","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F11",NA,20260710,60
"378","F","12","6491","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","F12",NA,20260710,60
"379","G","1","464","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G1",NA,20260710,60
"380","G","2","401","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G2",NA,20260710,60
"381","G","3","370","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G3",NA,20260710,60
"382","G","4","393","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G4",NA,20260710,60
"383","G","5","363","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G5",NA,20260710,60
"384","G","6","437","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G6",NA,20260710,60
"385","G","7","485","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G7",NA,20260710,60
"386","G","8","504","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G8",NA,20260710,60
"387","G","9","450","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G9",NA,20260710,60
"388","G","10","485","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G10",NA,20260710,60
"389","G","11","477","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G11",NA,20260710,60
"390","G","12","461","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","G12",NA,20260710,60
"391","A","1","22220","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A1",NA,20260710,60
"392","A","2","5585","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A2",NA,20260710,60
"393","A","3","12754","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A3",NA,20260710,60
"394","A","4","7720","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A4",NA,20260710,60
"395","A","5","7813","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A5",NA,20260710,60
"396","A","6","7498","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A6",NA,20260710,60
"397","A","7","15518","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A7",NA,20260710,60
"398","A","8","9860","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A8",NA,20260710,60
"399","A","9","27650","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A9",NA,20260710,60
"400","A","10","7254","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A10",NA,20260710,60
"401","A","11","16682","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A11",NA,20260710,60
"402","A","12","16934","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","A12",NA,20260710,60
"403","B","1","23279","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B1",NA,20260710,60
"404","B","2","15663","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B2",NA,20260710,60
"405","B","3","8168","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B3",NA,20260710,60
"406","B","4","17176","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B4",NA,20260710,60
"407","B","5","6908","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B5",NA,20260710,60
"408","B","6","4651","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B6",NA,20260710,60
"409","B","7","17858","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B7",NA,20260710,60
"410","B","8","5560","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B8",NA,20260710,60
"411","B","9","9974","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B9",NA,20260710,60
"412","B","10","1138","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B10",NA,20260710,60
"413","B","11","9036","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B11",NA,20260710,60
"414","B","12","1201","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","B12",NA,20260710,60
"415","C","1","10926","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C1",NA,20260710,60
"416","C","2","15108","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C2",NA,20260710,60
"417","C","5","2057","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C5",NA,20260710,60
"418","C","6","3807","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C6",NA,20260710,60
"419","C","7","8752","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C7",NA,20260710,60
"420","C","8","8854","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C8",NA,20260710,60
"421","C","9","7423","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C9",NA,20260710,60
"422","C","10","3275","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C10",NA,20260710,60
"423","C","11","8515","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","C11",NA,20260710,60
"424","D","1","16530","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D1",NA,20260710,60
"425","D","3","14110","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D3",NA,20260710,60
"426","D","4","22180","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D4",NA,20260710,60
"427","D","5","14949","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D5",NA,20260710,60
"428","D","6","21349","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D6",NA,20260710,60
"429","D","7","7284","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D7",NA,20260710,60
"430","D","9","12922","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D9",NA,20260710,60
"431","D","10","12035","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D10",NA,20260710,60
"432","D","11","27755","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","D11",NA,20260710,60
"433","E","1","22740","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E1",NA,20260710,60
"434","E","2","20664","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E2",NA,20260710,60
"435","E","3","11725","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E3",NA,20260710,60
"436","E","4","8225","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E4",NA,20260710,60
"437","E","5","10505","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E5",NA,20260710,60
"438","E","6","13168","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E6",NA,20260710,60
"439","E","7","5075","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E7",NA,20260710,60
"440","E","8","16325","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E8",NA,20260710,60
"441","E","9","15113","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E9",NA,20260710,60
"442","E","10","5522","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E10",NA,20260710,60
"443","E","11","17392","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E11",NA,20260710,60
"444","E","12","7919","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","E12",NA,20260710,60
"445","F","1","9719","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F1",NA,20260710,60
"446","F","2","6589","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F2",NA,20260710,60
"447","F","3","13847","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F3",NA,20260710,60
"448","F","4","7003","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F4",NA,20260710,60
"449","F","5","8379","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F5",NA,20260710,60
"450","F","6","2976","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F6",NA,20260710,60
"451","F","7","19948","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F7",NA,20260710,60
"452","F","8","777","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F8",NA,20260710,60
"453","F","9","8312","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F9",NA,20260710,60
"454","F","10","4963","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F10",NA,20260710,60
"455","F","11","16250","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F11",NA,20260710,60
"456","F","12","9410","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","F12",NA,20260710,60
"457","G","1","486","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G1",NA,20260710,60
"458","G","2","444","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G2",NA,20260710,60
"459","G","3","429","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G3",NA,20260710,60
"460","G","4","413","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G4",NA,20260710,60
"461","G","5","430","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G5",NA,20260710,60
"462","G","6","398","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G6",NA,20260710,60
"463","G","7","510","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G7",NA,20260710,60
"464","G","8","1088","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G8",NA,20260710,60
"465","G","9","535","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G9",NA,20260710,60
"466","G","10","557","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G10",NA,20260710,60
"467","G","11","642","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G11",NA,20260710,60
"468","G","12","534","NIFA_Resazurin_38_T5_20260710_1750_g60","T5","NIFA_Resazurin_38_T5_20260710_1750_g60","G12",NA,20260710,60
